area_type,availability,location,size_bhk,total_sqft,bath,balcony,price,price_per_sqft,availability_grouped
Built-up  Area,Ready To Move,Sarjapur  Road,2.0,1025.0,2.0,2.0,36.0,3512.1951219512193,Ready To Move
Super built-up  Area,17-Jun,Electronic City,2.0,1108.0,2.0,1.0,63.0,5685.9205776173285,Upcoming
Super built-up  Area,Ready To Move,Coffee Board Layout,3.0,3045.0,3.0,2.0,170.0,5582.922824302134,Ready To Move
Plot  Area,Ready To Move,Ambedkar Nagar,4.0,2900.0,3.0,2.0,300.0,10344.827586206897,Ready To Move
Super built-up  Area,Ready To Move,Vijayanagar,3.0,1500.0,3.0,2.0,75.5,5033.333333333333,Ready To Move
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1295.0,2.0,2.0,43.9,3389.96138996139,Ready To Move
Super built-up  Area,Ready To Move,Budigere,2.0,1162.0,2.0,1.0,59.9,5154.9053356282275,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1035.0,2.0,2.0,49.2,4753.623188405797,Ready To Move
Built-up  Area,Ready To Move,Attibele,4.0,1600.0,4.0,0.0,52.8,3300.0,Ready To Move
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3.0,1464.0,3.0,2.0,46.0,3142.0765027322404,Ready To Move
Super built-up  Area,18-Oct,Hennur Road,3.0,1866.0,2.0,2.0,61.58,3300.10718113612,Upcoming
Super built-up  Area,Ready To Move,Geleyara Balaga Layout,2.0,700.0,1.0,1.0,26.0,3714.285714285714,Ready To Move
Super built-up  Area,Ready To Move,Kalena Agrahara,3.0,1804.0,3.0,2.0,120.0,6651.884700665189,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur,2.0,913.0,2.0,1.0,32.0,3504.9288061336256,Ready To Move
Super built-up  Area,21-Dec,Talaghattapura,3.0,1868.0,3.0,2.0,131.0,7012.847965738758,Upcoming
Built-up  Area,Ready To Move,Kengeri Satellite Town,2.0,883.0,2.0,1.0,45.0,5096.262740656852,Ready To Move
Plot  Area,Ready To Move,Sundara Nagar,2.0,900.0,2.0,1.0,110.0,12222.222222222223,Ready To Move
Super built-up  Area,Ready To Move,Kogilu,3.0,1664.0,2.0,3.0,73.95,4444.110576923077,Ready To Move
Super built-up  Area,Ready To Move,Hegde Nagar,3.0,2026.0,3.0,2.0,132.0,6515.301085883514,Ready To Move
Super built-up  Area,Ready To Move,Balagere,2.0,1210.0,2.0,1.0,80.9,6685.950413223141,Ready To Move
Plot  Area,Ready To Move,Meenakunte,4.0,4111.0,4.0,2.0,250.0,6081.24543906592,Ready To Move
Super built-up  Area,Ready To Move,Kadugodi,3.0,1762.0,3.0,3.0,91.45,5190.124858115778,Ready To Move
Super built-up  Area,Ready To Move,Jigani,3.0,1252.0,3.0,3.0,55.0,4392.97124600639,Ready To Move
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2.0,861.0,2.0,1.0,34.5,4006.968641114983,Ready To Move
Built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1420.0,2.0,1.0,100.0,7042.2535211267605,Ready To Move
Built-up  Area,Ready To Move,Electronics City Phase 1,3.0,1490.0,3.0,1.0,78.8,5288.5906040268455,Ready To Move
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,46.0,4279.069767441861,Ready To Move
Super built-up  Area,18-Aug,Old Madras Road,3.0,1425.0,2.0,2.0,94.0,6596.491228070176,Upcoming
Built-up  Area,Ready To Move,Kalena Agrahara,2.0,1200.0,2.0,1.0,40.0,3333.3333333333335,Ready To Move
Super built-up  Area,Ready To Move,Kaggadasapura,3.0,1280.0,2.0,2.0,56.0,4375.0,Ready To Move
Super built-up  Area,Ready To Move,Silver Springs Layout,2.0,1084.0,2.0,2.0,50.0,4612.546125461255,Ready To Move
Super built-up  Area,18-Jul,Chandapura,2.0,1015.0,2.0,2.0,25.88,2549.753694581281,Upcoming
Super built-up  Area,21-May,Kanakpura Road,2.0,1017.0,2.0,1.0,51.25,5039.331366764995,Upcoming
Super built-up  Area,Ready To Move,Haralur Road,2.0,1027.0,2.0,2.0,44.0,4284.323271665044,Ready To Move
Super built-up  Area,Ready To Move,Electronic City Phase II,2.0,1069.0,2.0,2.0,45.0,4209.541627689429,Ready To Move
Super built-up  Area,Ready To Move,Hebbal,2.0,1349.0,2.0,1.0,98.2,7279.466271312083,Ready To Move
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2.0,1005.0,2.0,1.0,50.0,4975.124378109453,Ready To Move
Super built-up  Area,Ready To Move,Jakkur,2.0,1417.0,2.0,3.0,75.0,5292.87226534933,Ready To Move
Plot  Area,18-Jan,TC Palaya,3.0,1475.0,3.0,1.0,98.0,6644.067796610169,Upcoming
Carpet  Area,Ready To Move,Maruthi Sevanagar,2.0,950.0,2.0,2.0,47.0,4947.368421052632,Ready To Move
Super built-up  Area,Ready To Move,RMV 2nd Stage,4.0,2000.0,4.0,0.0,120.0,6000.0,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,4.0,1863.0,3.0,2.0,104.0,5582.393988191089,Ready To Move
Super built-up  Area,Ready To Move,Singasandra,2.0,1010.0,2.0,1.0,29.5,2920.792079207921,Ready To Move
Super built-up  Area,Ready To Move,Kalena Agrahara,3.0,1425.0,2.0,1.0,70.0,4912.2807017543855,Ready To Move
Super built-up  Area,Ready To Move,Vijayanagar,3.0,1450.0,3.0,0.0,100.0,6896.551724137931,Ready To Move
Super built-up  Area,Ready To Move,Kothanur,3.0,1847.0,3.0,2.0,105.0,5684.89442338928,Ready To Move
Super built-up  Area,Ready To Move,AECS Layout,2.0,1100.0,2.0,3.0,45.0,4090.909090909091,Ready To Move
Super built-up  Area,20-Dec,Kanakpura Road,1.0,525.0,1.0,1.0,26.0,4952.380952380952,Upcoming
Super built-up  Area,Ready To Move,Mallasandra,3.0,1665.0,3.0,2.0,95.0,5705.705705705705,Ready To Move
Super built-up  Area,Ready To Move,Begur,4.0,1664.0,4.0,3.0,65.0,3906.25,Ready To Move
Super built-up  Area,Ready To Move,JP Nagar,3.0,1850.0,3.0,3.0,150.0,8108.108108108108,Ready To Move
Super built-up  Area,Ready To Move,Panathur,2.0,1438.0,2.0,3.0,100.0,6954.102920723227,Ready To Move
Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,3.0,1560.0,3.0,3.0,115.0,7371.794871794872,Ready To Move
Super built-up  Area,18-Apr,Yelahanka,2.0,1350.0,2.0,1.0,55.55,4114.814814814815,Upcoming
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,1550.0,3.0,3.0,67.0,4322.580645161291,Ready To Move
Super built-up  Area,18-Apr,Malleshpalya,2.0,1140.0,2.0,2.0,46.5,4078.9473684210525,Upcoming
Super built-up  Area,18-Dec,Kodathi,2.0,850.0,2.0,2.0,27.0,3176.470588235294,Upcoming
Super built-up  Area,Ready To Move,Whitefield,2.0,1280.0,2.0,2.0,75.0,5859.375,Ready To Move
Built-up  Area,Ready To Move,Munnekollal,2.0,1170.0,2.0,2.0,52.0,4444.444444444444,Ready To Move
Super built-up  Area,Ready To Move,Motappa Layout,2.0,1113.0,2.0,1.0,51.0,4582.210242587601,Ready To Move
Super built-up  Area,Ready To Move,Hennur Road,2.0,1385.0,2.0,1.0,83.09,5999.27797833935,Ready To Move
Super built-up  Area,18-Apr,Electronic City,2.0,1128.0,2.0,1.0,65.0,5762.41134751773,Upcoming
Plot  Area,Ready To Move,Marathahalli,2.0,1200.0,2.0,2.0,128.0,10666.666666666666,Ready To Move
Plot  Area,Ready To Move,Akshaya Vana,4.0,1200.0,4.0,3.0,165.0,13750.0,Ready To Move
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,2390.0,3.0,2.0,415.0,17364.016736401674,Ready To Move
Plot  Area,Ready To Move,Giri Nagar,4.0,2400.0,4.0,1.0,400.0,16666.666666666668,Ready To Move
Super built-up  Area,Ready To Move,Haralur Road,3.0,1464.0,3.0,2.0,56.0,3825.136612021858,Ready To Move
Super built-up  Area,Ready To Move,Manayata Tech Park,2.0,1200.0,2.0,2.0,55.0,4583.333333333333,Ready To Move
Super built-up  Area,Ready To Move,Kaval Byrasandra,2.0,1200.0,2.0,2.0,52.0,4333.333333333333,Ready To Move
Super built-up  Area,Ready To Move,Kaggalipura,3.0,1150.0,2.0,1.0,55.0,4782.608695652174,Ready To Move
Built-up  Area,Ready To Move,Basavanna Nagar,3.0,1645.0,3.0,2.0,95.0,5775.075987841945,Ready To Move
Super built-up  Area,20-Mar,Sarjapur  Road,2.0,1000.0,2.0,1.0,67.0,6700.0,Upcoming
Plot  Area,Ready To Move,Haralur Road,4.0,2650.0,4.0,2.0,198.0,7471.698113207547,Ready To Move
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2.0,1192.0,2.0,2.0,74.0,6208.053691275168,Ready To Move
Super built-up  Area,Ready To Move,Ulsoor,3.0,2135.0,3.0,2.0,215.0,10070.257611241217,Ready To Move
Super built-up  Area,19-Dec,Whitefield,2.0,1173.0,2.0,1.0,58.0,4944.58653026428,Upcoming
Built-up  Area,Ready To Move,Uttarahalli,2.0,1020.0,2.0,2.0,45.0,4411.764705882353,Ready To Move
Super built-up  Area,Ready To Move,Thigalarapalya,4.0,3122.0,6.0,2.0,230.0,7367.072389493914,Ready To Move
Super built-up  Area,Ready To Move,Somasundara Palya,3.0,1600.0,3.0,3.0,64.0,4000.0,Ready To Move
Plot  Area,18-Mar,T.C PALYA,2.0,1200.0,2.0,0.0,79.0,6583.333333333333,Upcoming
Carpet  Area,Ready To Move,Muneshwara Nagar,2.0,1230.0,2.0,3.0,48.0,3902.439024390244,Ready To Move
Super built-up  Area,Ready To Move, Devarachikkanahalli,2.0,1250.0,2.0,2.0,40.0,3200.0,Ready To Move
Super built-up  Area,Ready To Move,Kalena Agrahara,2.0,1325.0,2.0,2.0,76.0,5735.8490566037735,Ready To Move
Built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1850.0,3.0,1.0,150.0,8108.108108108108,Ready To Move
Super built-up  Area,21-Dec,Kanakpura Road,1.0,525.0,2.0,2.0,21.53,4100.952380952381,Upcoming
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2.0,1200.0,2.0,2.0,65.0,5416.666666666667,Ready To Move
Plot  Area,Ready To Move,Bull Temple Road,3.0,1350.0,2.0,0.0,140.0,10370.37037037037,Ready To Move
Super built-up  Area,18-Jun,Bommasandra,3.0,1260.0,3.0,1.0,49.36,3917.4603174603176,Upcoming
Super built-up  Area,Ready To Move,Prashanth Nagar,3.0,1800.0,3.0,0.0,150.0,8333.333333333334,Ready To Move
Built-up  Area,Ready To Move,Ardendale,2.0,1100.0,2.0,1.0,43.25,3931.818181818182,Ready To Move
Super built-up  Area,Ready To Move,Harlur,2.0,1508.0,2.0,1.0,77.0,5106.100795755968,Ready To Move
Carpet  Area,Ready To Move,Sampigehalli,3.0,1592.0,3.0,2.0,75.0,4711.05527638191,Ready To Move
Super built-up  Area,Ready To Move,Akshaya Nagar,2.0,1388.0,2.0,3.0,57.0,4106.628242074928,Ready To Move
Super built-up  Area,18-May,Electronic City Phase II,1.0,630.0,1.0,1.0,28.35,4500.0,Upcoming
Plot  Area,Ready To Move,RMV,3.0,2000.0,3.0,2.0,365.0,18250.0,Ready To Move
Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,3.0,1762.0,3.0,1.0,125.0,7094.211123723042,Ready To Move
Super built-up  Area,21-Dec,Bagalur Main Road,2.0,950.0,2.0,2.0,50.0,5263.1578947368425,Upcoming
Super built-up  Area,Ready To Move,Kodihalli,4.0,3252.0,5.0,3.0,335.0,10301.353013530135,Ready To Move
Super built-up  Area,18-Aug,Magadi Road,2.0,1116.0,2.0,1.0,50.0,4480.286738351255,Upcoming
Super built-up  Area,Ready To Move,Narayanapura,2.0,1308.0,2.0,2.0,89.04,6807.339449541284,Ready To Move
Super built-up  Area,Ready To Move,MS Pallya,3.0,1200.0,3.0,0.0,90.0,7500.0,Ready To Move
Plot  Area,Ready To Move,Binny Mills Employees Colony,4.0,1500.0,4.0,2.0,230.0,15333.333333333334,Ready To Move
Built-up  Area,Ready To Move,Bannerghatta Road,1.0,500.0,1.0,1.0,18.5,3700.0,Ready To Move
Super built-up  Area,Ready To Move,Hennur,2.0,1075.0,2.0,1.0,52.0,4837.209302325581,Ready To Move
Super built-up  Area,18-Mar,Chandapura,1.0,530.0,1.0,0.0,11.66,2200.0,Upcoming
Built-up  Area,Ready To Move,Bellandur,2.0,1205.0,2.0,3.0,66.0,5477.178423236514,Ready To Move
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2.0,1075.0,2.0,2.0,60.0,5581.395348837209,Ready To Move
Built-up  Area,Ready To Move,KR Puram,2.0,930.0,2.0,2.0,39.0,4193.548387096775,Ready To Move
Super built-up  Area,Ready To Move,Balagere,2.0,1380.0,2.0,1.0,60.0,4347.826086956522,Ready To Move
Super built-up  Area,Ready To Move,Hebbal,4.0,2483.0,5.0,2.0,212.0,8538.058799838904,Ready To Move
Built-up  Area,Ready To Move,Kodigehaali,2.0,1166.0,2.0,2.0,55.0,4716.981132075472,Ready To Move
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,1050.0,2.0,1.0,65.0,6190.476190476191,Ready To Move
Super built-up  Area,19-Mar,Gopalapura,3.0,2023.71,3.0,2.0,275.0,13588.903548433324,Upcoming
Super built-up  Area,Ready To Move,Begur Road,2.0,1200.0,2.0,2.0,46.8,3900.0,Ready To Move
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3.0,1600.0,2.0,1.0,108.0,6750.0,Ready To Move
Super built-up  Area,Ready To Move,Billekahalli,3.0,1935.0,3.0,2.0,110.0,5684.754521963824,Ready To Move
Super built-up  Area,18-May,8th Phase JP Nagar,1.0,451.0,1.0,0.0,29.9,6629.711751662971,Upcoming
Super built-up  Area,Ready To Move,Electronic City,3.0,1800.0,3.0,2.0,95.0,5277.777777777777,Ready To Move
Super built-up  Area,18-May,Jalahalli,3.0,1400.0,3.0,0.0,77.0,5500.0,Upcoming
Super built-up  Area,Ready To Move,Hegde Nagar,3.0,1801.0,3.0,2.0,115.0,6385.341476957246,Ready To Move
Built-up  Area,Ready To Move,Mahadevpura,2.0,1451.0,2.0,2.0,90.0,6202.618883528601,Ready To Move
Plot  Area,19-Jan,Anekal,2.0,1200.0,1.0,1.0,36.0,3000.0,Upcoming
Super built-up  Area,Ready To Move,Begur Road,2.0,1160.0,2.0,2.0,44.0,3793.103448275862,Ready To Move
Built-up  Area,Ready To Move,Kengeri,2.0,1000.0,2.0,1.0,25.0,2500.0,Ready To Move
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,950.0,2.0,1.0,40.0,4210.526315789473,Ready To Move
Built-up  Area,20-Dec,"Hoodi Circle, ",3.0,1629.0,3.0,2.0,79.0,4849.600982197668,Upcoming
Built-up  Area,Ready To Move,Vijayanagar,3.0,1580.0,2.0,0.0,134.0,8481.012658227848,Ready To Move
Super built-up  Area,21-Jun,Vijayanagar,3.0,1826.0,3.0,2.0,121.0,6626.506024096386,Upcoming
Built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1245.0,2.0,1.0,94.0,7550.2008032128515,Ready To Move
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1145.0,2.0,2.0,45.79,3999.126637554585,Ready To Move
Super built-up  Area,Ready To Move,Sompura,2.0,825.0,2.0,1.0,33.0,4000.0,Ready To Move
Super built-up  Area,18-Aug,Yeshwanthpur,3.0,1693.0,3.0,3.0,108.0,6379.208505611341,Upcoming
Super built-up  Area,Ready To Move,Electronics City Phase 1,2.0,1113.27,2.0,2.0,53.0,4760.74986301616,Ready To Move
Built-up  Area,Ready To Move,Ashirvad Colony,2.0,1460.0,2.0,1.0,58.0,3972.6027397260273,Ready To Move
Built-up  Area,Ready To Move,Doddathoguru,2.0,1050.0,2.0,1.0,32.0,3047.6190476190477,Ready To Move
Built-up  Area,Ready To Move,Dodda Nekkundi,2.0,1260.0,2.0,2.0,55.0,4365.079365079365,Ready To Move
Built-up  Area,Ready To Move,Hosur Road,2.0,1656.0,2.0,1.0,120.0,7246.376811594203,Ready To Move
Super built-up  Area,Ready To Move,Chandapura,3.0,1208.0,3.0,1.0,45.0,3725.1655629139073,Ready To Move
Super built-up  Area,Ready To Move,Whitefield,3.0,1910.0,3.0,2.0,161.0,8429.319371727748,Ready To Move
Super built-up  Area,Ready To Move,Whitefield,4.0,3252.0,4.0,1.0,230.0,7072.570725707257,Ready To Move
Plot  Area,Ready To Move,Battarahalli,2.0,1200.0,2.0,1.0,65.0,5416.666666666667,Ready To Move
Super built-up  Area,Ready To Move,Gokula Extension,4.0,1200.0,4.0,1.0,175.0,14583.333333333334,Ready To Move
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1175.0,2.0,1.0,82.0,6978.723404255319,Ready To Move
Plot  Area,Ready To Move,Kamakshipalya,2.0,1000.0,2.0,0.0,165.0,16500.0,Ready To Move
Plot  Area,Ready To Move,Bannerghatta Road,4.0,1200.0,2.0,0.0,125.0,10416.666666666666,Ready To Move
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,2390.0,3.0,2.0,410.0,17154.81171548117,Ready To Move
Super built-up  Area,19-Jan,Rajaji Nagar,7.0,12000.0,6.0,3.0,2200.0,18333.333333333332,Upcoming
Super built-up  Area,Ready To Move,Sanne Amanikere,2.0,1185.0,2.0,2.0,38.0,3206.7510548523205,Ready To Move
Super built-up  Area,Ready To Move,Kengeri,2.0,750.0,2.0,1.0,38.0,5066.666666666667,Ready To Move
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,1550.0,3.0,3.0,64.5,4161.290322580645,Ready To Move
Built-up  Area,Ready To Move,Amco Colony,3.0,1760.0,3.0,2.0,88.0,5000.0,Ready To Move
Super built-up  Area,Ready To Move,Billekahalli,2.0,1125.0,2.0,2.0,62.0,5511.111111111111,Ready To Move
Plot  Area,Ready To Move,Nagarbhavi,3.0,1350.0,3.0,2.0,150.0,11111.111111111111,Ready To Move
Plot  Area,17-Dec,Anandapura,2.0,1000.0,2.0,1.0,55.0,5500.0,Upcoming
Built-up  Area,18-Aug,Bommasandra Industrial Area,2.0,1090.0,2.0,2.0,31.48,2888.0733944954127,Upcoming
Plot  Area,Ready To Move,TC Palaya,2.0,1200.0,2.0,0.0,60.0,5000.0,Ready To Move
Super built-up  Area,Ready To Move,Budigere,3.0,1991.0,4.0,2.0,103.0,5173.279758915118,Ready To Move
Super built-up  Area,18-Oct,Bommasandra,2.0,1060.0,2.0,1.0,26.5,2500.0,Upcoming
Super built-up  Area,Ready To Move,Ambalipura,2.0,1105.0,2.0,1.0,75.0,6787.330316742082,Ready To Move
Built-up  Area,Ready To Move,Hoodi,2.0,985.0,2.0,2.0,67.0,6802.030456852792,Ready To Move
Super built-up  Area,17-Jul,Balagere,3.0,1590.0,3.0,2.0,79.0,4968.553459119496,Upcoming
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,1120.0,2.0,2.0,55.0,4910.714285714285,Ready To Move
Super built-up  Area,Ready To Move,Samethanahalli,2.0,1069.0,2.0,1.0,55.0,5144.9953227315245,Ready To Move
Super built-up  Area,Ready To Move,Marathahalli,3.0,1933.0,3.0,2.0,140.0,7242.628039317124,Ready To Move
Built-up  Area,16-Mar,Hosur Road,2.0,1194.0,2.0,0.0,69.0,5778.894472361809,Upcoming
Super built-up  Area,Ready To Move,Brookefield,2.0,1150.0,2.0,3.0,69.0,6000.0,Ready To Move
Super built-up  Area,Ready To Move,Yelenahalli,2.0,1240.0,2.0,2.0,47.12,3800.0,Ready To Move
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1419.0,2.0,2.0,48.1,3389.7110641296686,Ready To Move
Super built-up  Area,Ready To Move,Richmond Town,3.0,2150.0,4.0,2.0,240.0,11162.790697674418,Ready To Move
Super built-up  Area,Ready To Move,Suddaguntepalya,3.0,1450.0,3.0,2.0,55.0,3793.103448275862,Ready To Move
Super built-up  Area,18-Jul,Udayapur Village,3.0,1630.0,3.0,2.0,68.29,4189.57055214724,Upcoming
Super built-up  Area,Ready To Move,Dasanapura,2.0,708.0,1.0,1.0,40.0,5649.717514124294,Ready To Move
Plot  Area,Ready To Move,Kasavanhalli,3.0,1000.0,4.0,3.0,110.0,11000.0,Ready To Move
Plot  Area,Ready To Move,Whitefield,4.0,11890.0,4.0,3.0,700.0,5887.300252312868,Ready To Move
Super built-up  Area,Ready To Move,Bellandur,2.0,1250.0,2.0,1.0,76.0,6080.0,Ready To Move
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1400.0,2.0,1.0,95.0,6785.714285714285,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1670.0,2.0,3.0,57.0,3413.1736526946106,Ready To Move
Super built-up  Area,Ready To Move,Ardendale,3.0,1750.0,3.0,2.0,100.0,5714.285714285715,Ready To Move
Super built-up  Area,Ready To Move,Vittasandra,2.0,1404.0,2.0,1.0,71.0,5056.980056980057,Ready To Move
Super built-up  Area,Ready To Move,Hoodi,3.0,1715.0,2.0,2.0,95.0,5539.35860058309,Ready To Move
Built-up  Area,18-Apr,Electronic City,1.0,630.0,1.0,1.0,34.65,5500.0,Upcoming
Super built-up  Area,Ready To Move,Harlur,3.0,1752.12,3.0,2.0,135.0,7704.951715635916,Ready To Move
Super built-up  Area,Ready To Move,Hulimavu,3.0,1650.0,3.0,2.0,78.0,4727.272727272727,Ready To Move
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1295.0,2.0,1.0,55.47,4283.397683397683,Ready To Move
Plot  Area,Ready To Move,Giri Nagar,3.0,1800.0,3.0,2.0,252.0,14000.0,Ready To Move
Super built-up  Area,18-Sep,Sarjapur  Road,2.0,1346.0,2.0,1.0,74.03,5500.0,Upcoming
Plot  Area,Ready To Move,Thippasandra,4.0,1200.0,4.0,2.0,200.0,16666.666666666668,Ready To Move
Super built-up  Area,Ready To Move,Hormavu,2.0,1150.0,2.0,2.0,55.0,4782.608695652174,Ready To Move
Built-up  Area,Ready To Move,Chikkabidarakallu,4.0,3309.0,4.0,3.0,325.0,9821.698398307646,Ready To Move
Super built-up  Area,18-May,Chandapura,3.0,1190.0,2.0,2.0,30.35,2550.4201680672268,Upcoming
Super built-up  Area,Ready To Move,AECS Layout,3.0,1620.0,3.0,2.0,98.0,6049.382716049383,Ready To Move
Super built-up  Area,18-Apr,Marathahalli,2.0,950.0,2.0,1.0,46.96,4943.1578947368425,Upcoming
Super built-up  Area,Ready To Move,1 Giri Nagar,11.0,5000.0,9.0,3.0,360.0,7200.0,Ready To Move
Super built-up  Area,Ready To Move,Harlur,3.0,2450.0,3.0,0.0,120.0,4897.959183673469,Ready To Move
Super built-up  Area,18-May,Electronic City Phase II,3.0,1220.0,2.0,1.0,35.23,2887.7049180327863,Upcoming
Super built-up  Area,Ready To Move,Hoysalanagar,2.0,850.0,2.0,1.0,30.0,3529.4117647058824,Ready To Move
Built-up  Area,Ready To Move,Padmanabhanagar,2.0,1020.0,2.0,2.0,63.0,6176.470588235294,Ready To Move
Built-up  Area,Ready To Move,Chikkalasandra,2.0,1100.0,2.0,2.0,50.0,4545.454545454545,Ready To Move
Super built-up  Area,Ready To Move,Defence Colony,2.0,1150.0,2.0,2.0,126.0,10956.521739130434,Ready To Move
Super built-up  Area,18-Dec,Hebbal,3.0,1760.0,2.0,2.0,130.0,7386.363636363636,Upcoming
Super built-up  Area,Ready To Move,Ambalipura,3.0,1800.0,3.0,3.0,110.0,6111.111111111111,Ready To Move
Super built-up  Area,Ready To Move,Akshaya Nagar,2.0,1070.0,2.0,1.0,54.0,5046.728971962617,Ready To Move
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4.0,1500.0,4.0,2.0,220.0,14666.666666666666,Ready To Move
Plot  Area,Ready To Move,Vidyaranyapura,2.0,1440.0,2.0,0.0,95.0,6597.222222222223,Ready To Move
Super built-up  Area,Ready To Move,Amruthahalli,2.0,900.0,2.0,1.0,40.0,4444.444444444444,Ready To Move
Built-up  Area,Ready To Move,ITI Employees Layout,4.0,1200.0,4.0,1.0,230.0,19166.666666666668,Ready To Move
Super built-up  Area,18-May,Whitefield,2.0,1130.0,2.0,1.0,42.16,3730.973451327434,Upcoming
Super built-up  Area,Ready To Move,Koramangala,2.0,1320.0,2.0,1.0,165.0,12500.0,Ready To Move
Super built-up  Area,19-Jun,Kodigehalli,2.0,1270.0,2.0,1.0,98.0,7716.535433070866,Upcoming
Built-up  Area,Ready To Move,Patelappa Layout,2.0,1200.0,2.0,1.0,62.0,5166.666666666667,Ready To Move
Super built-up  Area,Ready To Move,Ring Road Nagarbhavi,4.0,4800.0,4.0,2.0,235.0,4895.833333333333,Ready To Move
Super built-up  Area,Ready To Move,NS Palya,2.0,1200.0,2.0,1.0,74.0,6166.666666666667,Ready To Move
Super built-up  Area,Ready To Move,Subramanyapura,2.0,929.0,2.0,0.0,50.17,5400.4305705059205,Ready To Move
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3.0,1464.0,3.0,2.0,56.0,3825.136612021858,Ready To Move
Super built-up  Area,Ready To Move,7th Phase JP Nagar,4.0,3600.0,4.0,3.0,400.0,11111.111111111111,Ready To Move
Plot  Area,Ready To Move,Bank Avenue,4.0,2000.0,4.0,2.0,99.0,4950.0,Ready To Move
Super built-up  Area,Ready To Move,Chikkalasandra,2.0,1208.0,2.0,1.0,49.0,4056.291390728477,Ready To Move
Super built-up  Area,Ready To Move,Hebbal Kempapura,2.0,1130.0,2.0,2.0,60.0,5309.734513274337,Ready To Move
